dates,state,cum_positive_cases,cum_positivity_rate,cum_recovered,cum_deceased,daily_deceased,daily_positive_cases,daily_positivity_rate,daily_positive_cases_ma,daily_positivity_rate_ma,daily_tests,cum_tested,test_per_million,daily_cases_per_million,daily_tests_per_million,daily_tests_ma,daily_deceased_ma
30 January,India,1,,,,,1,,,,,,,,,,
31 January,India,,,,,,,,,,,,,,,,
01 February,India,,,,,,,,,,,,,,,,
02 February,India,2,,,,,1,,,,,,,,,,
03 February,India,3,,,,,1,,,,,,,,,,
04 February,India,,,,,,,,,,,,,,,,
05 February,India,,,,,,,,,,,,,,,,
06 February,India,,,,,,,,1.0,,,,,,,,
07 February,India,,,,,,,,1.0,,,,,,,,
08 February,India,,,,,,,,1.0,,,,,,,,
09 February,India,,,,,,,,1.0,,,,,,,,
10 February,India,,,,,,,,,,,,,,,,
11 February,India,,,,,,,,,,,,,,,,
12 February,India,,,,,,,,,,,,,,,,
13 February,India,,,,,,,,,,,,,,,,
14 February,India,3,,3,,,,,,,,,,,,,
15 February,India,,,,,,,,,,,,,,,,
16 February,India,,,,,,,,,,,,,,,,
17 February,India,,,,,,,,,,,,,,,,
18 February,India,,,,,,,,,,,,,,,,
19 February,India,,,,,,,,,,,,,,,,
20 February,India,,,,,,,,,,,,,,,,
21 February,India,,,,,,,,,,,,,,,,
22 February,India,,,,,,,,,,,,,,,,
23 February,India,,,,,,,,,,,,,,,,
24 February,India,,,,,,,,,,,,,,,,
25 February,India,,,,,,,,,,,,,,,,
26 February,India,,,,,,,,,,,,,,,,
27 February,India,,,,,,,,,,,,,,,,
28 February,India,,,,,,,,,,,,,,,,
29 February,India,,,,,,,,,,,,,,,,
01 March,India,,,,,,,,,,,,,,,,
02 March,India,5,,3,,,2,,2.0,,,,,,,,
03 March,India,6,,3,,,1,,1.5,,,,,,,,
04 March,India,28,,3,,,22,,8.333333333333334,,,,,,,,
05 March,India,30,,3,,,2,,6.75,,,,,,,,
06 March,India,31,,3,,,1,,5.6,,,,,,,,
07 March,India,34,,3,,,3,,5.166666666666667,,,,,,,,
08 March,India,39,,3,,,5,,5.142857142857143,,,,,,,,
09 March,India,48,,3,,,9,,6.142857142857143,,,,,,,,
10 March,India,63,,3,,,15,,8.142857142857142,,,,,,,,
11 March,India,71,,3,,,8,,6.142857142857143,,,,,,,,
12 March,India,81,,3,,,10,,7.285714285714286,,,,,,,,
13 March,India,91,1.4,3,1,1,10,0.15384615384615385,8.571428571428571,0.15384615384615385,6500,6500,4.739819114647729,,,6500.0,1.0
14 March,India,102,1.5692307692307692,3,1,,11,,9.714285714285714,0.15384615384615385,,6500,4.739819114647729,,,6500.0,1.0
15 March,India,112,1.7230769230769232,3,1,,10,,10.428571428571429,0.15384615384615385,,6500,4.739819114647729,,,6500.0,1.0
16 March,India,126,1.9384615384615385,3,1,,14,,11.142857142857142,0.15384615384615385,,6500,4.739819114647729,,,6500.0,1.0
17 March,India,146,2.246153846153846,3,1,,20,,11.857142857142858,0.15384615384615385,,6500,4.739819114647729,,,6500.0,1.0
18 March,India,171,1.302857142857143,3,1,,25,0.37735849056603776,14.285714285714286,0.26666666666666666,6625,13125,9.570788596884837,,,6562.5,1.0
19 March,India,198,1.3968253968253967,3,1,,27,2.5714285714285716,16.714285714285715,0.43738977072310403,1050,14175,10.336451684635625,,,4725.0,1.0
20 March,India,256,1.661905998441963,4,1,,58,4.719283970707893,23.571428571428573,1.2353998203054808,1229,15404,11.232642098774402,,,2968.0,
21 March,India,334,1.9750458281591863,4,1,,78,5.175846051758461,33.142857142857146,1.8057823455960043,1507,16911,12.33155093043196,,,2602.75,
22 March,India,403,2.223202956915099,4,1,,69,5.6743421052631575,41.57142857142857,2.2103724090479058,1216,18127,13.218261706341444,,,2325.4,
23 March,India,497,2.4001545371130537,4,1,,94,3.643410852713178,53.0,2.4706130780601114,2580,20707,15.099605293386235,,,2367.8333333333335,
24 March,India,571,2.5160835463118003,6,1,,74,3.724207347760443,60.714285714285715,2.624428800790416,1987,22694,16.54853153658701,,,2313.4285714285716,
25 March,India,657,2.6129494113903915,6,1,,86,3.510204081632653,69.42857142857143,4.043597637074632,2450,25144,18.335078741338847,,,1717.0,
26 March,India,730,2.6365212366368103,6,2,1,73,2.869496855345912,76.0,3.936949604084955,2544,27688,20.190171022517895,,,1930.4285714285713,1.0
27 March,India,883,3.1891071944524705,8,3,1,153,,89.57142857142857,3.8586779550634973,,27688,20.190171022517895,,,2047.3333333333333,1.0
28 March,India,1019,3.680294712510835,8,3,,136,,97.85714285714286,3.6744919736475827,,27688,20.190171022517895,,,2155.4,1.0
29 March,India,1139,4.113695463738804,99,28,25,120,,105.14285714285714,3.420144336366489,,27688,20.190171022517895,,,2390.25,9.0
30 March,India,1326,3.4493522709536446,141,41,13,187,1.7388878556816068,118.42857142857143,2.368198477586693,10754,38442,28.032019446967386,,,4433.75,10.0
31 March,India,1635,3.8211648125642705,160,47,6,309,7.109986194201564,152.0,3.259679506320295,4346,42788,31.201135427314927,,,5023.5,9.2
01 April,India,2059,4.293966757731852,169,58,11,424,8.21227968235522,200.28571428571428,4.353926426097251,5163,47951,34.966010210226656,,,5701.75,9.5
02 April,India,2545,4.556767112495748,191,69,11,486,6.151898734177215,259.2857142857143,4.992365870113269,7900,55851,40.72671344187543,,,7040.75,11.166666666666666
03 April,India,3105,4.48407827279948,230,83,14,560,4.180976556667164,317.42857142857144,4.7308516014149244,13394,69245,50.49365762981262,,,8311.4,13.333333333333334
04 April,India,3684,4.607879924953096,286,96,13,579,5.408687529191966,380.7142857142857,4.869694998277907,10705,79950,58.29977511016707,,,8710.333333333334,13.285714285714286
05 April,India,4293,4.794826546339938,329,118,22,609,6.354340567612688,450.57142857142856,5.0997639297610196,9584,89534,65.28845609397996,,,8835.142857142857,12.857142857142858
06 April,India,4777,4.7265207583013416,394,134,16,484,4.19628923183631,493.0,5.5104908504455015,11534,101068,73.69908281218719,,,8946.57142857143,13.285714285714286
07 April,India,5350,4.69236503968776,469,161,27,573,4.425735691666023,530.7142857142857,5.215718758336024,12947,114015,83.14007328562475,,,10175.285714285714,16.285714285714285
08 April,India,5915,4.624019887585113,565,181,20,565,4.0635788262370545,550.8571428571429,4.821928771508603,13904,127919,93.27891097332659,,,11424.0,17.571428571428573
09 April,India,6728,4.642881788696433,635,227,46,813,4.784886116179154,597.5714285714286,4.696886333778731,16991,144910,105.66879813901576,,,12722.714285714286,22.571428571428573
10 April,India,7599,4.710221285563751,786,249,22,871,5.304506699147381,642.0,4.880273660205245,16420,161330,117.64231042555664,,,13155.0,23.714285714285715
11 April,India,8453,4.712500139373599,972,290,41,854,4.732875193970295,681.2857142857143,4.796628580624397,18044,179374,130.80004828781873,,,14203.42857142857,27.714285714285715
12 April,India,9211,4.705539775629892,1086,332,42,758,4.6292903383412725,702.5714285714286,4.630274728378557,16374,195748,142.7400172390867,,,15173.42857142857,30.571428571428573
13 April,India,10454,4.805243755573329,1198,359,27,1243,5.700265981839861,811.0,4.873547035695276,21806,217554,158.6410165643188,,,16640.85714285714,32.142857142857146
14 April,India,11485,4.689803301850196,1365,396,37,1031,3.7711693917114744,876.4285714285714,4.687571631595837,27339,244893,178.57669576052712,,,18696.85714285714,33.57142857142857
15 April,India,12371,4.505114730934927,1509,423,27,886,2.9825624452972463,922.2857142857143,4.4014180529042815,29706,274599,200.23839831740796,,,20954.285714285714,34.57142857142857
16 April,India,13432,4.433647130276344,1767,449,26,1061,3.741580562118701,957.7142857142857,4.241803019374106,28357,302956,220.9164061072642,,,22578.0,31.714285714285715
17 April,India,14354,4.283203480513125,2040,487,38,922,2.8662915410203005,965.0,3.886807869131668,32167,335123,244.37267710124476,,,24827.571428571428,34.0
18 April,India,15725,4.225753312748742,2466,522,35,1371,3.7054054054054055,1038.857142857143,3.772782219363006,37000,372123,271.35318590770106,,,27535.571428571428,33.142857142857146
19 April,India,17305,4.309164164089386,2854,560,38,1580,5.362658249329668,1156.2857142857142,3.9322185407942167,29463,401586,292.83769214998813,,,29405.428571428572,32.57142857142857
20 April,India,18544,4.617690855756924,3273,593,33,1239,,1155.7142857142858,3.722722135280821,,401586,292.83769214998813,,,30672.0,33.42857142857143
21 April,India,20081,4.340702216285036,3976,646,53,1537,2.5182272466617515,1228.0,3.378986625514403,61035,462621,337.3445936365303,,,36288.0,35.714285714285715
22 April,India,21373,4.269971351055456,4370,682,36,1292,3.407083146541494,1286.0,3.435822309166471,37921,500542,364.9966983513852,,,37657.166666666664,37.0
23 April,India,23040,4.252578033145745,5012,722,40,1667,4.04150604892477,1372.5714285714287,3.50412212717673,41247,541789,395.07413204705824,,,39805.5,39.0
24 April,India,24448,4.215484941124945,5496,781,59,1408,3.688954097673444,1442.0,3.616736237614057,38168,579957,422.9063498882697,,,40805.666666666664,42.0
25 April,India,26283,4.203201936962365,5938,825,44,1835,4.046128064914447,1508.2857142857142,3.6806932452821246,45352,625309,455.97716165557796,,,42197.666666666664,43.285714285714285
26 April,India,27890,4.188826092376456,6523,881,56,1607,3.966921747716613,1512.142857142857,3.5370298183799904,40510,665819,485.51717278394403,,,44038.833333333336,45.857142857142854
27 April,India,29458,4.110038187163141,7103,939,58,1568,3.079703028636524,1559.142857142857,3.4631457700692057,50914,716733,522.6438113075094,,,45021.0,49.42857142857143
28 April,India,31360,4.068690286520907,7739,1008,69,1902,3.520201365882549,1611.2857142857142,3.6603135557192603,54031,770764,562.0433753972834,,,44020.42857142857,51.714285714285715
29 April,India,33065,3.982770437520552,8429,1079,71,1705,2.868583542238,1670.2857142857142,3.5466952214257765,59437,830201,605.385010584563,,,47094.142857142855,56.714285714285715
30 April,India,34867,3.862720377907814,9059,1154,75,1802,2.487129587456696,1689.5714285714287,3.277402906904244,72453,902654,658.2179512481895,,,51552.142857142855,61.714285714285715
01 May,India,37263,3.816510867372074,10021,1231,77,2396,3.2506206840412974,1830.7142857142858,3.2327966781532065,73709,976363,711.9667708053539,,,56629.42857142857,64.28571428571429
02 May,India,39827,3.805915237230637,10852,1323,92,2564,3.6583103856635324,1934.857142857143,3.216025036745413,70087,1046450,763.0744173112487,,,60163.0,71.14285714285714
03 May,India,42779,3.8635951059984666,11763,1463,140,2952,4.856621094713983,2127.0,3.3730239638978374,60783,1107233,807.3975596567307,,,63059.142857142855,83.14285714285714
04 May,India,46435,3.8957301756958786,12845,1566,103,3656,4.315748468357867,2425.285714285714,3.5725032774776784,84713,1191946,869.1705283735234,,,67887.57142857143,89.57142857142857
05 May,India,49406,3.8695751268228458,14140,1694,128,2971,3.5020922968114574,2578.0,3.5662833462116885,84835,1276781,931.0324598490835,,,72288.14285714286,98.0
06 May,India,53008,3.9050753160607714,15301,1785,91,3602,4.467209048516718,2849.0,3.7827287694513783,80632,1357413,989.8295513648181,,,75316.0,100.85714285714286
07 May,India,56352,3.919353896401973,16776,1889,104,3344,4.16049766718507,3069.285714285714,4.014882253790639,80375,1437788,1048.439237724789,,,76447.71428571429,105.0
08 May,India,59691,3.9187559454915366,17887,1986,97,3339,3.9086918349429323,3204.0,4.101307488342324,85425,1523213,1110.731398935371,,,78121.42857142857,107.85714285714286
09 May,India,62866,3.9070574511338148,19301,2102,116,3175,3.69943139448173,3291.285714285714,4.095188833016049,85824,1609037,1173.3145121192981,,,80369.57142857143,111.28571428571429
10 May,India,67177,4.01371103813853,20970,2214,112,4311,6.668110315385686,3485.4285714285716,4.30713825458333,64651,1673688,1220.458211439466,,,80922.14285714286,107.28571428571429
11 May,India,70769,4.021927972543432,22549,2295,81,3592,4.182044684542036,3476.285714285714,4.2869248264283435,85891,1759579,1283.090181220421,,,81090.42857142857,104.14285714285714
12 May,India,74331,4.008682755831199,24454,2415,120,3562,3.7625038290500785,3560.714285714286,4.316249010769409,94671,1854250,1352.1245528208542,,,82495.57142857143,103.0
13 May,India,78057,4.009006487279929,26417,2552,137,3726,4.015475638801177,3578.4285714285716,4.248271791705957,92791,1947041,1419.788022892743,,,84232.57142857143,109.57142857142857
14 May,India,82048,4.022055420911864,28011,2649,97,3991,4.295508605009095,3670.8571428571427,4.267276024471738,92911,2039952,1487.5389973175177,,,86023.42857142857,108.57142857142857
15 May,India,85856,4.022720574695787,30245,2753,104,3808,4.037105751391466,3737.8571428571427,4.281875548224082,94325,2134277,1556.3210647004632,,,87294.85714285714,109.57142857142857
16 May,India,90650,4.069325322471025,34257,2873,120,4794,5.134686445670219,3969.1428571428573,4.491395963498517,93365,2227642,1624.4030972603225,,,88372.14285714286,110.14285714285714
17 May,India,95699,4.155781329794441,36795,3025,152,5049,6.718562874251497,4074.5714285714284,4.533749586713802,75150,2302792,1679.2026982550574,,,89872.0,115.85714285714286
18 May,India,100327,4.172872646839973,39277,3156,131,4628,4.560729243656073,4222.571428571428,4.584853448489812,101475,2404267,1753.1985666641156,,,92098.28571428571,123.0
19 May,India,106481,4.238238679694378,42309,3302,146,6154,5.691771256277689,4592.857142857143,4.884993724720347,108121,2512388,1832.040717817166,,,94019.71428571429,126.71428571428571
20 May,India,112201,4.28916021896694,45422,3436,134,5720,5.524861878453039,4877.714285714285,5.104660185175495,103532,2615920,1907.536556675275,,,95554.14285714286,126.28571428571429
21 May,India,118224,4.347375225874208,48553,3584,148,6023,5.818536623065479,5168.0,5.32405567770743,103514,2719434,1983.0192698804512,,,97068.85714285714,133.57142857142858
22 May,India,124760,4.401019049681847,51833,3726,142,6536,5.665545577476509,5557.714285714285,5.5535808348357865,115364,2834798,2067.1430379331005,,,100074.42857142857,139.0
23 May,India,131425,4.465042547430354,54409,3868,142,6665,6.135901236386401,5825.0,5.69659070746697,108623,2943421,2146.35124896239,,,102254.14285714286,142.14285714285714
24 May,India,138536,4.566732957738864,57694,4024,156,7111,7.886214927359432,6119.571428571428,5.861666477376132,90170,3033591,2212.1034781266644,,,104399.85714285714,142.71428571428572
25 May,India,144950,4.636739676256726,60706,4173,149,6414,6.931955732318865,6374.714285714285,6.18173808481517,92528,3126119,2279.5751678251454,,,103121.71428571429,145.28571428571428
26 May,India,150857,4.652978261405976,64291,4346,173,5907,5.090442171301523,6339.428571428572,6.080803319392906,116041,3242160,2364.192606268659,,,104253.14285714286,149.14285714285714
27 May,India,158103,4.70245700947255,67725,4534,188,7246,6.03954124158165,6557.428571428572,6.151302035871651,119976,3362136,2451.6794582838857,,,106602.28571428571,156.85714285714286
28 May,India,165357,4.74640324837148,70896,4710,176,7254,5.960460797686151,6733.285714285715,6.1659802931434164,121702,3483838,2540.424914574787,,,109200.57142857143,160.85714285714286
29 May,India,173495,4.8038278889766,82631,4978,268,8138,6.36970593530107,6962.142857142857,6.273807577487671,127761,3611599,2633.5886114834807,,,110971.57142857143,178.85714285714286
30 May,India,181859,4.866408511364782,86934,5183,205,8364,6.668367509646969,7204.857142857143,6.355042678608781,125428,3737027,2725.051077931486,,,113372.28571428571,187.85714285714286
31 May,India,190648,4.968405405285667,91862,5405,222,8789,8.773208225194649,7444.571428571428,6.484689204794329,100180,3837207,2798.1026285323182,,,114802.28571428571,197.28571428571428
01 June,India,198371,5.001695631071021,95744,5606,201,7723,5.992954030480802,7631.571428571428,6.359975998742791,128868,3966075,2892.0735530963834,,,119993.71428571429,204.71428571428572
02 June,India,207183,5.049262374327756,100275,5828,222,8812,6.424707271905394,8046.571428571428,6.5413733794927955,137158,4103233,2992.089570038976,,,123010.42857142857,211.71428571428572
03 June,India,216872,5.111628913352242,104064,6087,259,9689,6.946266623651288,8395.57142857143,6.673881591947144,139485,4242718,3093.802442224613,,,125797.42857142857,221.85714285714286
04 June,India,226719,5.1687052122035055,108454,6361,274,9847,6.854330681256569,8766.0,6.798804708040964,143661,4386379,3198.5604658906755,,,128934.42857142857,235.85714285714286
05 June,India,236191,5.220478582734145,113224,6647,286,9472,6.866853223912193,8956.57142857143,6.86915345155897,137938,4524317,3299.145261127026,,,130388.28571428571,238.42857142857142
06 June,India,246599,5.2845821155815225,118657,6944,297,10408,7.326017639316107,9248.57142857143,6.966091682546788,142069,4666386,3402.7423937114704,,,132765.57142857142,251.57142857142858
07 June,India,257481,5.392911494849442,123848,7205,261,10882,10.071449726047682,9547.57142857143,7.130929860108597,108048,4774434,3481.5313130498484,,,133889.57142857142,257.14285714285717
08 June,India,266017,5.411121299822868,129019,7476,271,8536,6.02475967307068,9663.714285714286,7.120324280741568,141682,4916116,3584.846244096236,,,135720.14285714287,267.14285714285717
09 June,India,275998,5.453070456551753,134653,7748,272,9981,6.873209563684442,9830.714285714286,7.182451917808076,145216,5061332,3690.7381783351107,,,136871.2857142857,274.2857142857143
10 June,India,287154,5.508273324714088,140928,8106,358,11156,7.348756323777403,10040.285714285714,7.242416185947969,151808,5213140,3801.437018359179,,,138631.7142857143,288.42857142857144
11 June,India,298289,5.561518762660939,146972,8500,394,11135,7.408269851302352,10224.285714285714,7.324991351658946,150305,5363445,3911.0398663633523,,,139580.85714285713,305.57142857142856
12 June,India,309595,5.621659135289155,154235,8888,388,11306,7.8657548160877155,10486.285714285714,7.468370529014666,143737,5507182,4015.8533094529093,,,140409.2857142857,320.14285714285717
13 June,India,321634,5.68397137532265,162326,9197,309,12039,7.950103016535475,10719.285714285714,7.562273993477306,151432,5658614,4126.2779691712685,,,141746.85714285713,321.85714285714283
14 June,India,333038,5.767757687604355,169684,9521,324,11404,9.871969113306037,10793.857142857143,7.557974950460088,115519,5774133,4210.514763679728,,,142814.14285714287,330.85714285714283
15 June,India,343070,5.794055093767696,180323,9917,396,10032,6.8274622965100455,11007.57142857143,7.667323745488595,146936,5921069,4317.660926976633,,,143564.7142857143,348.7142857142857
16 June,India,354155,5.820843172936839,187549,11921,2004,11085,6.792820506535447,11165.285714285714,7.640548075907888,163187,6084256,4436.6573672630975,,,146132.0,596.1428571428571
17 June,India,367263,5.876520160750939,194439,12262,341,13108,7.924455299494595,11444.142857142857,7.728590062207678,165412,6249668,4557.2762840926525,,,148075.42857142858,593.7142857142857
18 June,India,381092,5.929891372254839,205180,12605,343,13829,7.814804559248188,11829.0,7.788224405605061,176959,6426627,4686.3153072786445,,,151883.14285714287,586.4285714285714
19 June,India,395832,5.982501916422227,214209,12969,364,14740,7.76324729155365,12319.57142857143,7.773903511539564,189869,6616496,4824.7683404292675,,,158473.42857142858,583.0
20 June,India,411750,6.048719404938223,228183,13277,308,15918,8.345829182614168,12873.714285714286,7.845643263347414,190730,6807226,4963.849217311847,,,164087.42857142858,582.8571428571429
21 June,India,426901,6.142024745582796,237258,13703,426,15151,10.575359294184983,13409.0,7.979105035873372,143267,6950493,5068.319935019267,,,168051.42857142858,597.4285714285714
22 June,India,440461,6.170895563790994,248137,14015,312,13560,7.242699881958948,13913.0,8.00486911980221,187223,7137716,5204.843497188758,,,173806.7142857143,585.4285714285714
23 June,India,456117,6.203216658001164,258599,14483,468,15656,7.275261971700086,14566.0,8.037015579491666,215195,7352911,5361.7643240159305,,,181236.42857142858,366.0
24 June,India,472985,6.25576825254319,271688,14907,424,16868,8.1146480269013,15103.142857142857,8.06352460579324,207871,7560782,5513.3444685053055,,,187302.0,377.85714285714283
25 June,India,491190,6.316558619423196,285671,15308,401,18205,8.449913203308485,15728.285714285714,8.15781849598511,215446,7776228,5670.448325270597,,,192800.14285714287,386.14285714285717
26 June,India,509445,6.370684833144443,295917,15689,381,18255,8.27970010749323,16230.42857142857,8.23156749221677,220479,7996707,5831.222260436508,,,197173.0,388.57142857142856
27 June,India,529587,6.436554987589638,310146,16103,414,20142,8.71589606006188,16833.85714285714,8.295015542991012,231095,8227802,5999.737414021049,,,202939.42857142858,403.7142857142857
28 June,India,549197,6.539334694074868,321777,16487,384,19610,11.497420262664166,17470.85714285714,8.446620516082602,170560,8398362,6124.110267589405,,,206838.42857142858,397.7142857142857
29 June,India,567536,6.592621796624653,335274,16904,417,18339,8.720731173796436,18153.571428571428,8.639045289468353,210292,8608654,6277.4558123982515,,,210134.0,412.7142857142857
30 June,India,585792,6.636677718506081,347839,17409,505,18256,8.37696335078534,18525.0,8.799435967520632,217931,8826585,6436.371738471219,,,210524.85714285713,418.0
01 July,India,605221,6.682966414179588,359903,17847,438,19429,8.46255030750736,18890.85714285714,8.842904631631459,229588,9056173,6603.787983224103,,,213627.2857142857,420.0
02 July,India,627168,6.745374606262225,379902,18225,378,21947,9.084925654866378,19425.428571428572,8.936978194845816,241576,9297749,6779.945912830279,,,217360.14285714287,416.7142857142857
03 July,India,649886,6.812127966363568,394319,18669,444,22718,9.372769542418403,20063.0,9.099308356415115,242383,9540132,6956.69230920961,,,220489.2857142857,425.7142857142857
04 July,India,673904,6.884252287194713,409065,19280,611,24018,9.648340523994312,20616.714285714286,9.243600057389397,248934,9789066,7138.215714053567,,,223037.7142857143,453.85714285714283
05 July,India,697846,6.999695676744106,424894,19701,421,23942,13.25721499922479,21235.571428571428,9.46025583911411,180596,9969662,7269.90684833494,,,224471.42857142858,459.14285714285717
06 July,India,720346,7.054544215251415,440209,20174,473,22500,9.319471482417264,21830.0,9.536094376194274,241430,10211092,7445.958314311771,,,228919.7142857143,467.14285714285717
07 July,India,743491,7.098598966885948,457045,20653,479,23145,8.811134502567773,22528.428571428572,9.57384290541566,262679,10473771,7637.504613575856,,,235312.2857142857,463.42857142857144
08 July,India,769052,7.1600784743677215,476553,21145,492,25561,9.571221556123882,23404.428571428572,9.724876072843228,267061,10740832,7832.246280126154,,,240665.57142857142,471.14285714285717
09 July,India,794842,7.2097841070395,495960,21624,479,25790,9.091902601362904,23953.428571428572,9.710425761347091,283659,11024491,8039.091257086439,,,246677.42857142858,485.57142857142856
10 July,India,822604,7.2751733837139145,516240,22144,520,27762,9.826873997826633,24674.0,9.775365476803612,282511,11307002,8245.099109070785,,,252410.0,496.42857142857144
12 July,India,879467,7.449160851670504,554429,23187,500,29106,13.284163156141176,25400.85714285714,10.236154743791014,219103,11806256,8609.15659403453,,,248148.42857142858,480.57142857142856
13 July,India,907645,7.505848871817522,572112,23728,541,28178,9.843945962752448,26006.0,9.87914407740857,286247,12092503,8817.888748205385,,,263241.4285714286,497.7142857142857
14 July,India,937562,7.5532697896277545,593088,24315,587,29917,9.34436111831235,27065.571428571428,9.860358557546732,320161,12412664,9051.351090907652,,,274488.71428571426,514.0
15 July,India,970169,7.615446144233403,613735,24929,614,32607,9.976868425400673,28417.285714285714,10.018342358458638,326826,12739490,9289.673571209785,,,283652.5714285714,533.2857142857143
16 July,India,1005637,7.692638975307201,636601,25599,680,35468,10.643763429243641,29832.571428571428,10.178117544419722,333228,13072718,9532.664408738374,,,293105.0,560.1428571428571
17 July,India,1040461,7.74513162453172,654187,26275,676,34824,9.645896117709626,31123.14285714286,10.232586538913155,361024,13433742,9795.92417120708,,,304157.14285714284,588.2857142857143
18 July,India,1077872,7.815271447256351,677770,26818,543,37411,10.446294191725281,32501.571428571428,10.319288289285332,358127,13791869,10057.071432756533,,,314959.4285714286,591.5714285714286
19 July,India,1118107,7.959242045150068,700500,27493,675,40235,15.71440288393565,34091.42857142857,10.645720209916615,256039,14047908,10243.775824494269,,,320236.0,616.5714285714286
20 July,India,1154913,8.030656192975004,724803,28086,596,36806,11.039757644835705,35324.0,10.803390422929045,333395,14381303,10486.888438913958,,,326971.4285714286,624.4285714285714
21 July,India,1194083,8.109472441459316,752393,28757,671,39170,11.411740370524672,36645.857142857145,11.095765268296566,343243,14724546,10737.182243893809,,,330268.85714285716,636.4285714285714
22 July,India,1239684,8.223241500755305,784268,29887,1130,45601,12.998292586289953,38502.142857142855,11.538054839313167,350823,15075369,10993.00340716428,,,333697.0,710.1428571428571
23 July,India,1288114,8.349104268361057,817594,30642,755,48443,13.730970150311366,40355.71428571428,11.993027240631521,352801,15428170,11250.266933851486,,,336493.14285714284,720.8571428571429
24 July,India,1337002,8.435839886610367,850108,31405,763,48888,11.615165669592157,42364.857142857145,12.278011332631703,420898,15849068,11557.186993192563,,,345046.5714285714,733.2857142857143
25 July,India,1387074,8.514184629850071,887233,32108,703,50072,11.32177007798527,44173.57142857143,12.371262295646023,442263,16291331,11879.686473362017,,,357066.0,756.1428571428571
26 July,India,1436006,8.544194871564807,918745,32812,704,48932,9.492659155104448,45416.0,11.523164165363307,515472,16806803,12255.570171618278,,,394127.85714285716,760.2857142857143
27 July,India,1482490,8.552061349123457,953099,33454,642,46484,8.80242083615802,46798.57142857143,11.09127831900384,528082,17334885,12640.649118956953,,,421940.28571428574,766.8571428571429
28 July,India,1532121,8.634712862113624,988782,34228,774,49631,12.139022391801495,48293.0,11.196729988202149,408855,17743740,12938.787387283,,,431313.4285714286,781.5714285714286
29 July,India,1584600,8.711196939129701,1021668,35003,775,52479,11.749678713600602,49275.57142857143,11.073115906739394,446642,18190382,13264.480047129844,,,445001.85714285716,730.8571428571429
30 July,India,1639568,8.70583874980951,1059093,35787,784,54968,8.554159119062291,50207.71428571428,10.322309680451127,642588,18832970,13733.057106398037,,,486400.0,735.0
31 July,India,1697054,8.766382010241514,1095647,36551,764,57486,10.935362923705842,51436.0,10.259087169986474,525689,19358659,14116.391071099584,,,501370.14285714284,735.1428571428571
01 August,India,1752171,8.839602153807082,1146913,37408,854,55117,11.899898957622653,52156.71428571428,10.34122645517632,463172,19821831,14454.137455556449,,,504357.14285714284,756.7142857142857
02 August,India,1804843,8.93360236457634,1187268,38168,760,52672,13.823692284273818,52691.0,10.860748721678537,381027,20202858,14731.983464448276,,,485150.71428571426,764.7142857142857
03 August,India,1855331,8.89217939347464,1230338,38974,806,50488,7.6278305221999965,53263.0,10.562471935895566,661892,20864750,15214.637057284031,36.8159980708207,482.6535928357561,504266.4285714286,788.1428571428571
04 August,India,1906613,8.874405720019576,1281558,39823,849,51282,8.275935525101186,53498.857142857145,10.011383011883993,619652,21484402,15666.489117903984,37.39498520574844,451.852060619953,534380.2857142857,798.8571428571429
05 August,India,1963239,8.863641196529867,1327141,40742,919,56626,8.515841064502691,54091.28571428572,9.564080951379008,664949,22149351,16151.371884129507,41.29184572092959,484.882766225522,565567.0,819.4285714285714
06 August,India,2025409,8.887897448494941,1377282,41641,899,62170,9.728625035600164,55120.142857142855,9.754734196570126,639042,22788393,16617.363189769923,45.33454682425374,465.9913056404176,565060.4285714285,835.8571428571429
07 August,India,2086864,8.923114300571028,1427669,42578,937,61455,10.263403131043559,55687.142857142855,9.676277494022607,598778,23387171,17053.99386820539,44.81316672164249,436.63067843546736,575501.7142857143,860.5714285714286
08 August,India,2152020,8.927122873527862,1479804,43453,875,65156,9.057445187693574,57121.28571428572,9.332009865792363,719364,24106535,17578.556212449923,47.51194680522884,524.5623442445307,612100.5714285715,863.5714285714286
09 August,India,2214137,9.006576672099294,1534278,44466,1013,62117,13.021803980101588,58470.57142857143,9.343118679663068,477023,24583558,17926.40278683863,45.29589906839585,347.8465743887083,625814.2857142857,899.7142857142857
10 August,India,2267153,8.967512976108392,1581640,45353,887,53016,7.592261094960547,58831.71428571428,9.323361175142594,698290,25281848,18435.597908310534,38.65942310494831,509.195121471902,631014.0,911.2857142857143
11 August,India,2328405,8.950138066845826,1638101,46188,835,61252,8.351228238091537,60256.0,9.30924243444176,733449,26015297,18970.431075975033,44.66513852467734,534.8331676645018,647270.7142857143,909.2857142857143
12 August,India,2395471,8.923112717394316,1695860,47138,950,67066,8.076436281221739,61747.42857142857,9.203598464079558,830391,26845688,19575.954635118334,48.90472442199455,605.5235591432988,670905.2857142857,913.7142857142857
13 August,India,2459612,8.881256062593991,1750636,48144,1006,64141,7.557309291080299,62029.0,8.85040693857326,848728,27694416,20194.849588585523,46.771805820403074,618.8949534671905,700860.4285714285,929.0
14 August,India,2525222,8.84085565657363,1807556,49132,989,65610,7.552847484513842,62622.57142857143,8.469173813216733,868679,28563095,20828.29286992292,47.84300494031346,633.4432813373961,739417.7142857143,936.4285714285714
